Tweet,Processed
Porn creators are getting in on the NFT craze https://t.co/qTNjPJDUDV,porn creators getting craze
Porn creators are getting in on the NFT craze. https://t.co/wug3GIMPs9,porn creators getting craze
"T-Mobile’s ex-CEO John Legere bought a $888,888.88 Steve Aoki NFT. https://t.co/kPCpj6obwy",mobile ex ceo john legere bought 888 888 88 steve aoki
"⚡️ Kings of Leon will be the first band to release an album as an NFT

https://t.co/dwDJxcltti",kings leon band release album
"On Friday, Kings of Leon will release their new album, titled When You See Yourself, in the form of a non-fungible token (NFT) — becoming the first band to ever do so. https://t.co/drSINP99Kf",friday kings leon release new album titled see form non fungible token becoming band ever
Shawn Mendes’ manager is helping launch a new NFT marketplace called https://t.co/HFSK3qzfRL. https://t.co/eLqFCLRFK2,shawn mendes manager helping launch new marketplace called
Shawn Mendes’ manager is helping launch a new NFT marketplace called https://t.co/HFSK3qzfRL. https://t.co/t85RWe49vi,shawn mendes manager helping launch new marketplace called
Grimes auctioning off 10 pieces of NFT digital artwork https://t.co/xXV8LTJFvp,grimes auctioning 10 pieces digital artwork
.@xtina is the first of three NFT covers designed by @worldofwomennft's Yam Karkai on 2022's #BBWomenInMusic issue. 💜 https://t.co/YRawQQ6IEz,covers designed yam karkai 2022s bbwomeninmusic issue
"Death Row Records will be “an NFT label” and the first major record company to operate in the metaverse, according to new owner Snoop Dogg. #BillboardNews https://t.co/SUtPodECvI",death row records label major record company operate according new owner snoop dogg billboardnews
"Death Row Records will be “an NFT label” and the first major record company to operate in the metaverse, according to new owner Snoop Dogg. https://t.co/YakrcvhGx8",death row records label major record company operate according new owner snoop dogg
"Artists’ names were exploited to secure funding and promote the music-themed NFT platform even prior to its beta launch.

https://t.co/77k3IAcMU7",artists names exploited secure funding promote music themed platform even prior beta launch
"NFT Music Stream wants to benefit artists and cut the “middle man,” but many say it doesn’t have the rights.

https://t.co/0byL8RAM9A",music stream wants benefit artists cut middle man many rights
"John Legend is the next artist dipping his toes into #NFTs, with Our Happy Company's new social NFT platform OurSong https://t.co/zQs2XPCgN2",john legend next artist dipping toes happy companys new social platform oursong
"Coachella announces an NFT sale featuring lifetime festival passes and more 

https://t.co/9RwrI1ZgkJ",coachella announces sale featuring lifetime festival passes
"HitPiece's launch was met with outcry, but the company says it just wants to ""create a fun experience in the metaverse for music fans and a new revenue stream for artists and owners."" https://t.co/aEwab4hAjb",hitpieces launch met outcry company says wants create fun experience music fans new revenue stream artists owners
"Coachella announces an NFT sale featuring lifetime festival passes and more 

https://t.co/u0aG3efL2k",coachella announces sale featuring lifetime festival passes
David Guetta is set play his first-ever show in the metaverse https://t.co/MM3l5xFm2I,david guetta set play ever show
.@duranduran's Nick Rhodes discusses the success of the bands' NFT launch and planting trees in fans' names through a pioneering initiative https://t.co/ebNRLTJOKx,nick rhodes discusses success bands launch planting trees fans names pioneering initiative
"Billboard caught up with Kyle to discuss his R&amp;B side, releasing ‘It’s Not So Bad’ as an NFT, and how he’s being more intentional with his music. https://t.co/JC5LrNbxW3",billboard caught kyle discuss r b side releasing bad intentional music
Lil Yachty is suing an NFT seller Opulus for trademark infringement for allegedly using his name and likeness without permission to raise over $6.5 million in venture capital funds https://t.co/gWtB7hZP1E,lil yachty suing seller opulus trademark infringement allegedly using name likeness without permission raise 6 5 million venture capital funds
"Toro Gato, @KatGraham's musical identity, is going all in on the non-fungible token strategy — releasing her debut album solely via NFT

https://t.co/SBatRBVp6W",toro gato musical identity going non fungible token strategy releasing debut album solely via
Green NFT platform OneOf has teamed up with @RollingStones guitarist Keith Richards in auctioning off his first-ever NFT for the @MusiCares Charity Relief Auction https://t.co/xrOc9LoCIT,green platform oneof teamed guitarist keith richards auctioning ever charity relief auction
"The metaverse has become the north star for a number of key tech and music companies, but is this all noise or really the next step for the internet?

https://t.co/rcZdbaMWN8",become north star number key tech music companies noise really next step internet
"An early demo recording by Whitney Houston at age 17 is now the highest priced NFT auction item on the Tezos blockchain.

https://t.co/CjYetk4vl4",early demo recording whitney houston age 17 highest priced auction item tezos blockchain
"Bored Ape #9797 from the influential Bored Ape Yacht Club NFT project dropped a music video on Friday (Dec. 10), becoming the first NFT to do so, and Billboard has the first look at the visual.

https://t.co/47WfPUXiey",bored ape 9797 influential bored ape yacht club dropped music video friday dec 10 becoming billboard look visual
"The music industry is becoming one of the biggest investors in the metaverse.

https://t.co/MCDIUjqf2l",music industry becoming biggest investors
"Meet @ursamajoreth, a new sci-fi-centric NFT band launched by Poo Bear 

https://t.co/oCzAgkGRDD",meet new sci fi centric band launched poo bear
"Meet Ursa Major, a new sci-fi-centric NFT band launched by Poo Bear 

https://t.co/HDgqcAoyrv",meet ursa major new sci fi centric band launched poo bear
"Meet Ursa Major, a new sci-fi-centric NFT band via Justin Bieber producer @poobear https://t.co/xUMCohSMVs",meet ursa major new sci fi centric band via justin bieber producer
.@Deadmau5's new single “this is fine” with @portugaltheman is being released via the producer’s own Mau5trap label and available exclusively as an NFT.  https://t.co/mCbc7ZiXUL,new single fine released via producer mau5trap label available exclusively
"Here's where to score @TheWeeknd's new special trading card and NFT collections

https://t.co/kKp5IffAnw",heres score new special trading card collections
".@theweeknd and Billboard are celebrating his No. 1 #Hot100 song of all time achievement with a special trading card collection, available now, and NFT drop, coming soon. 👀 https://t.co/HrPmXQJNqu",billboard celebrating 1 hot100 song time achievement special trading card collection available drop coming soon
"Here's where you can get @TheWeeknd's special trading card and NFT collections

https://t.co/J4VsGe09Tw",heres get special trading card collections
Method Man is back with new music and a new NFT collection. https://t.co/TZwA0io9xi,method man back new music new collection
"The collaboration marks @worldofwomennft's first-ever NFT series with a label and recording artist, plus seeks to further empower women through art as well as promote diversity and inclusion — especially in the male-dominated NFT industry.

Read more: https://t.co/HaT2oeuUVI https://t.co/TyAlHP0gmx",collaboration marks ever series label recording artist plus seeks empower women art well promote diversity inclusion especially male dominated industry read
.@UMG's 10:22PM label and @worldofwomennft are partnering to launch an NFT project in collaboration with rising R&amp;B/hip-hop artist @itskendrajae. https://t.co/H4scthOzC5,10 22pm label partnering launch collaboration rising r b hip hop artist
"Music companies are thrilled that streaming has become reliable revenue. Now, they're considering what comes next — including the metaverse. https://t.co/sWLc3iuCB2",music companies thrilled streaming become reliable revenue theyre considering comes next including
